سلام وطندار Radio Salam Watandar FM 98.9	Kabul	Afghanistan	34.555	69.207	https://s10.myradiostream.com/12238/;
Ya Nadaff Radio	Quito	Ecuador	-0.223	-78.514	https://sonicpanel.zonaradio.net:7009/stream
El Súper Duende	Riobamba	Ecuador	-1.664	-78.655	https://server.efrasystem.com:7062/;
Oxígeno FM 102.1	Riobamba	Ecuador	-1.664	-78.655	https://streaming.teklabs.org:8050/radio.mp3
Radio Andina FM 106.1	Riobamba	Ecuador	-1.664	-78.655	https://grupomundodigital.com:8580/stream
Radio APR	Riobamba	Ecuador	-1.664	-78.655	https://usa3.lhdserver.es:8067/stream
Radio Bonita 89.3 FM	Riobamba	Ecuador	-1.664	-78.655	https://mediastreamm.com:8218/stream
Radio Mundial FM 96.1	Riobamba	Ecuador	-1.664	-78.655	https://server.efrasystem.com/7060/stream
Radio Stereo Familiar FM 107.3	Riobamba	Ecuador	-1.664	-78.655	https://streaming.teklabs.org:8010/radio.mp3
RG Radio Donde Sea	Riobamba	Ecuador	-1.664	-78.655	https://stream.zeno.fm/7u6yb6zc42quv
Rocafuerte FM	Rocafuerte	Ecuador	-0.924	-80.451	https://stream.zeno.fm/j0t2qtfbx9yuv
La Chola FM 94.1	Salinas	Ecuador	-2.223	-80.958	https://radio.kapchosting.com:7048/live
La Voz de Galápagos 97.1 FM	San Cristobal	Ecuador	-0.908	-89.556	https://server01.heplayer.com:7020/;
Radio Satelital 95.1 FM	San José de Chimbo	Ecuador	-1.681	-79.028	https://mediacp.ticsecuador.com.ec:18010/stream
Radio Super K 1200 AM	Sangolqui	Ecuador	-0.330	-78.451	https://sonicpanel.zonaradio.net/8358/stream
Radio Uno 94.3 FM	Santa Rosa	Ecuador	-3.459	-79.967	https://cast.uncuartocomunicacion.com/listen/radiouno/radiouno
Flama Plus 104.5FM	Santo Domingo	Ecuador	-0.254	-79.176	https://streaming.viphosting.cl/8286/stream
Radio Macarena FM 92.1	Santo Domingo	Ecuador	-0.254	-79.176	https://radiomacarena.com/st-alta
Radio Max 98.1 FM	Santo Domingo	Ecuador	-0.254	-79.176	https://centova.streamrdm.com:4341/stream
Radio Megaestación 92.9 FM	Santo Domingo	Ecuador	-0.254	-79.176	https://laradiossl.online:10235/stream
Radio Ritmo 98.5 FM	Santo Domingo	Ecuador	-0.254	-79.176	https://ritmo985.ecutec.work/radio/3472/radio.mp3
Estelar 106.5 FM	Sucua	Ecuador	-2.457	-78.168	https://dattavolt.com/8152/stream
Radio Arcoiris Napo 107.3 FM	Tena	Ecuador	-0.996	-77.814	https://securestream.radioshd.info:7073/stream
Radio Oriental Tena 89.7 FM	Tena	Ecuador	-0.996	-77.814	https://streamingecuador.com:7042/stream
Radio America Tulcan	Tulcan	Ecuador	0.815	-77.717	https://streamingecuador.net:9104/stream
Radio Ondas Carchenses	Tulcan	Ecuador	0.815	-77.717	https://ss.ecuastreamhd.com:8134/OndasCarchenses-HD
Radio Eiffel FM 90.3	Vinces	Ecuador	-1.554	-79.762	http://www.radioeiffel.com:8000/eiffel
Radio 10 102.1 FM	Yantzaza	Ecuador	-3.829	-78.762	https://sonic.streamseguro.com/8040/stream
Radio La Única 100.1 FM	Yantzaza	Ecuador	-3.829	-78.762	https://ecuamedios.net/8016/stream
Radio La Kariñosa 98.1 FM	Zamora	Ecuador	-4.062	-78.949	https://stream.zeno.fm/3phhik1pblltv
Zeta Radio 106.9 FM	Zamora	Ecuador	-4.062	-78.949	https://as100.globalhost1.com/8190/stream
Radio Súper Estación Latina 95.5 FM	Zapotillo	Ecuador	-4.386	-80.245	https://streaming.radioestacion4.com/8044/stream
Radio Samantha FM 89.9	Zaruma	Ecuador	-3.687	-79.611	https://usa3.lhdserver.es:8071/stream
Almalak Radio	Alexandria	Egypt	31.200	29.919	https://almalakradio.out.airtime.pro/almalakradio_a
Radio Beloghos راديو بي لوغوس	Alexandria	Egypt	31.200	29.919	https://beloghos.elkedeseen.com/player
9090 FM	Cairo	Egypt	30.044	31.236	https://9090streaming.mobtada.com/9090FMEGYPT
90s FM	Cairo	Egypt	30.044	31.236	https://eu1.fastcast4u.com/proxy/prontofm?mp=/1
Aleza3a On Air	Cairo	Egypt	30.044	31.236	https://stream.zeno.fm/rce7hoa1c13vv
Arab Mix FM	Cairo	Egypt	30.044	31.236	https://stream.zeno.fm/efx5psd00qruv
Bible Society Egypt راديو الكتاب المقدس	Cairo	Egypt	30.044	31.236	https://streamer.radio.co/s8cabad95b/listen
Mega FM 92.7	Cairo	Egypt	30.044	31.236	https://megafm927.radioca.st/stream
MisrFone	Cairo	Egypt	30.044	31.236	http://16.192.192.242/listen/misrfone/radio.mp3
Mix FM 87.8	Cairo	Egypt	30.044	31.236	https://streaming.peamux.com/listen/mixfmegypt/live
Nagham FM 105.3	Cairo	Egypt	30.044	31.236	https://ahmsamir.radioca.st/stream
NRJ Egypt FM 92.1	Cairo	Egypt	30.044	31.236	https://nrjstreaming.ahmed-melege.com/nrjegypt
ON Sport FM 93.7	Cairo	Egypt	30.044	31.236	https://carina.streamerr.co:2020/stream/OnSportFM/;
Quran FM 98.2 إذاعة القرآن الكريم	Cairo	Egypt	30.044	31.236	https://stream.radiojar.com/8s5u5tpdtwzuv
Radio Hits FM 88.2	Cairo	Egypt	30.044	31.236	https://radiohits882.radioca.st/;
Radio Sotak	Cairo	Egypt	30.044	31.236	https://radio.radiosotak.com/sotak_128
Sha3by FM 95.0	Cairo	Egypt	30.044	31.236	https://radio95.radioca.st/;
St. Mary Church Zeitoun	Cairo	Egypt	30.044	31.236	https://cast.az-streamingserver.com/proxy/stmary?mp=/stream
راديو وياك Radio Wayak	Cairo	Egypt	30.044	31.236	https://work.radiowayak.org/listen/live/live.mp3
هواها بيطري	Cairo	Egypt	30.044	31.236	https://s44.myradiostream.com/9204/listen.mp3
El Gouna Radio FM 100	El Gouna	Egypt	27.385	33.679	http://82.201.132.237:8000/;
Al-Abd Quran	Manfalut	Egypt	27.311	30.971	https://s2.reliastream.com/proxy/alashraf?mp=/stream
حب النبي Al-Abd Hob al Nabi	Manfalut	Egypt	27.311	30.971	https://s1.reliastream.com/proxy/oelgendy?mp=/stream
Radio 5:14	Suez	Egypt	29.967	32.550	https://stream.radiojar.com/ps7z45v12k8uv
La Jefa Radio	Ahuachapan	El Salvador	13.926	-89.841	https://stream.zeno.fm/b264csn0sy8uv
89.7 Radio Esperanza FM	Chinameca	El Salvador	13.512	-88.351	https://icecasthd.net/proxy/radioesperanza/live
Radio Centroamericana	Chinameca	El Salvador	13.512	-88.351	http://whsh4u-panel.com:14149/index.html/;
La Mega 95.3 FM	El Chilamatal	El Salvador	13.854	-89.454	https://c18.radioboss.fm:18191/stream
Radio La de Moda FM 98.1	Ilobasco	El Salvador	13.840	-88.538	https://azuracast.aguilarsoluciones.com/listen/radiolademoda/stream
Hoshaná 98.1 FM	Lourdes	El Salvador	13.723	-89.369	https://server1.watahosting.com/radio/8012/radio.mp3
Yeshúa Radio 90.5 FM	Lourdes	El Salvador	13.723	-89.369	https://stream.zeno.fm/rxbvu4f5v7zuv
Izcanal Radio	Nueva Granada	El Salvador	13.600	-88.443	https://radio02.com/7090/stream
La Caliente 90.1 FM	San Miguel	El Salvador	13.479	-88.178	https://streaming.rcs.com.sv/proxy/caliente/stream
La Pantera 98.1 FM	San Miguel	El Salvador	13.479	-88.178	https://cdn.instream.audio:9662/stream
Radio Alerta Final 102.1 FM	San Miguel	El Salvador	13.479	-88.178	http://radiocret.net:8024/live
Radio CRET 1080 AM	San Miguel	El Salvador	13.479	-88.178	http://www.radiocret.net:8000/live
Radio Evangélica Betel 95.3 FM	San Miguel	El Salvador	13.479	-88.178	https://panel.yupistream.com/proxy/ysbetel/stream
Radio Nueva Jerusalem	San Miguel	El Salvador	13.479	-88.178	https://tecnoservix.stream:4018/stream
Uncion Y Presencia De Dios AM 1300	San Miguel	El Salvador	13.479	-88.178	https://panel.yupistream.com/proxy/ysuncion/stream
Radio Cedros 90.5 FM	San Rafael Cedros	El Salvador	13.735	-88.886	https://azuracast.aguilarsoluciones.com/listen/radio_cedros/stream
Radio Stereo Perla	San Rafael Cedros	El Salvador	13.735	-88.886	https://azuracast.aguilarsoluciones.com/listen/radiostereoperla/stream
ABC 100.1 FM	San Salvador	El Salvador	13.693	-89.218	https://streaming.rcs.com.sv/proxy/abc/stream
Astral 102.9 FM	San Salvador	El Salvador	13.693	-89.218	https://streaming.rcs.com.sv/proxy/astral/stream
Club 92.5	San Salvador	El Salvador	13.693	-89.218	http://158.69.200.1:8030/start
Clásica 103.3 FM	San Salvador	El Salvador	13.693	-89.218	https://streaming.mundoclasicaupa.com:8001/radioclasica
Cool FM 89.3	San Salvador	El Salvador	13.693	-89.218	https://media.dominiocreativo.com:8011/coolfm
Elim 540 AM	San Salvador	El Salvador	13.693	-89.218	https://ssl.rockhost.com/proxy/540am?mp=/mp3_320
Exa FM 91.3	San Salvador	El Salvador	13.693	-89.218	http://158.69.219.162:8028/start
Femenina FM 102.5	San Salvador	El Salvador	13.693	-89.218	https://sp4.colombiatelecom.com.co/8028/stream
Fiesta 104.9 FM	San Salvador	El Salvador	13.693	-89.218	https://sp4.colombiatelecom.com.co/8026/stream
FM Globo 93.3	San Salvador	El Salvador	13.693	-89.218	http://158.69.219.162:8026/start
Gospel 98.1	San Salvador	El Salvador	13.693	-89.218	https://ssl.rockhost.com/proxy/gospel?mp=/mp3_320
Imagen Radio El Salvador	San Salvador	El Salvador	13.693	-89.218	https://azuracast.aguilarsoluciones.com/listen/imagenradiosv/stream
Impac Records Radio	San Salvador	El Salvador	13.693	-89.218	https://c7.radioboss.fm:8128/stream
La Chevere 100.9 FM	San Salvador	El Salvador	13.693	-89.218	https://streaming.rcs.com.sv/proxy/chevere/stream
La Guapa 99.7 FM	San Salvador	El Salvador	13.693	-89.218	https://streaming.rcs.com.sv/proxy/guapa/stream
La Mejor FM 98.9	San Salvador	El Salvador	13.693	-89.218	http://158.69.219.162:8024/start
La Picosa 95.3 FM	San Salvador	El Salvador	13.693	-89.218	https://online.radiosonora.com.sv:4443/picosa
La Urbana 94.9 FM	San Salvador	El Salvador	13.693	-89.218	https://streaming.rcs.com.sv/proxy/urbana/stream
Laser Español FM 90.1	San Salvador	El Salvador	13.693	-89.218	https://sp4.colombiatelecom.com.co/8030/stream
Laser Ingles FM 92.9	San Salvador	El Salvador	13.693	-89.218	https://sp4.colombiatelecom.com.co/8032/stream
Mi Pachangon Radio	San Salvador	El Salvador	13.693	-89.218	https://azuracast.aguilarsoluciones.com/listen/mipachangonradio/stream
MI Radio - Club 92.5	San Salvador	El Salvador	13.693	-89.218	http://158.69.200.1:8030/stream
Noches de Rock en tu Idioma	San Salvador	El Salvador	13.693	-89.218	https://host.azuracastnet.com/listen/noches_de_rock_en_tu_idioma/radio.mp3
Plus 103.3 FM	San Salvador	El Salvador	13.693	-89.218	https://media.dominiocreativo.com:9006/;
Progreso 90.5	San Salvador	El Salvador	13.693	-89.218	https://www.streamingcp.com:2000/stream/radioprogreso/;
Pulsar Mix FM	San Salvador	El Salvador	13.693	-89.218	https://radio.pulsarelsalvador.com/listen/pulsar_mix_fm_el_salvador/radio.mp3
Punto 105 Radio 105.3 FM	San Salvador	El Salvador	13.693	-89.218	https://punto105-stream2muchgroup.radioca.st/stream
Radio Adventista 96.5 FM	San Salvador	El Salvador	13.693	-89.218	https://cloudstream2032.conectarhosting.com/8062/stream
Radio Cadena YSKL	San Salvador	El Salvador	13.693	-89.218	https://media.dominiocreativo.com:8000/radioyskl/;
Radio El Mundo	San Salvador	El Salvador	13.693	-89.218	https://streaming.mundoclasicaupa.com:8001/radioelmundo
Radio Maria - San Salvador AM 800	San Salvador	El Salvador	13.693	-89.218	http://dreamsiteradiocp.com:8098/;
Radio Que Buena 88.9 FM	San Salvador	El Salvador	13.693	-89.218	https://cast3.my-control-panel.com/proxy/gabriel4/stream
Radio Restauración FM 100.5	San Salvador	El Salvador	13.693	-89.218	https://ssl.rockhost.com/proxy/restauracion?mp=/mp3_64
Radio Rumba Latina	San Salvador	El Salvador	13.693	-89.218	https://c11.radioboss.fm:18303/stream
Radio Super Stereo El Salvador	San Salvador	El Salvador	13.693	-89.218	https://azuracast.aguilarsoluciones.com/listen/radiosuperstereosv/stream
Radio UPA 90.9 FM	San Salvador	El Salvador	13.693	-89.218	https://streaming.mundoclasicaupa.com/radioupa
Radio Verdad FM 95.7	San Salvador	El Salvador	13.693	-89.218	https://cloudstream2036.conectarhosting.com/8168/stream
Radio Vida El Salvador	San Salvador	El Salvador	13.693	-89.218	https://azuracast.aguilarsoluciones.com/listen/radiovidasv/stream
Radio Vida Plus	San Salvador	El Salvador	13.693	-89.218	https://stream.radiojar.com/zsa40c6arfeuv
Radio Zona 503 El Salvador	San Salvador	El Salvador	13.693	-89.218	https://jm8n.net:7025/stream/;
Ranchera FM 106.5	San Salvador	El Salvador	13.693	-89.218	https://sp4.colombiatelecom.com.co/8024/stream
Scan 96.1 FM	San Salvador	El Salvador	13.693	-89.218	http://158.69.200.1:8022/start/;
Super Estrella 94.1 FM	San Salvador	El Salvador	13.693	-89.218	https://streaming.rcs.com.sv/proxy/super/stream
Tu Onda Club	San Salvador	El Salvador	13.693	-89.218	https://streaming01.radiosenlinea.com.ar/9772/stream
Vive FM	San Salvador	El Salvador	13.693	-89.218	https://radio02.com/7082/stream
Vox FM 94.5	San Salvador	El Salvador	13.693	-89.218	https://cast3.asurahosting.com/proxy/gabriel/stream
YSU Radio Cadena	San Salvador	El Salvador	13.693	-89.218	https://stream.zeno.fm/y90eqr9x0f9uv
Yuca 91.7 FM	San Salvador	El Salvador	13.693	-89.218	https://fast.citrus3.com:8314/stream
YXY Radio	San Salvador	El Salvador	13.693	-89.218	http://158.69.200.1:8020/start
La Pregonera SV	San Vicente	El Salvador	13.645	-88.784	https://as100.globalhost1.com/8122/stream
Radio Patriota	San Vicente	El Salvador	13.645	-88.784	https://centova.heplayer.com/proxy/radiopa1/stream
El Caminio FM 106.1	Santa Ana	El Salvador	13.978	-89.564	http://streamingcontrol.com:9108/;
Plenitud Radio 98.1FM	Santa Ana	El Salvador	13.978	-89.564	https://ssl.rockhost.com/proxy/plenitud?mp=/mp3_64
Radio Pastor 106.9 FM	Santa Ana	El Salvador	13.978	-89.564	https://radio.elsalvadordigital.net/proxy/otonielelsalvador1/;
Radio Supra 90.5 FM	Santa Ana	El Salvador	13.978	-89.564	https://stream.zeno.fm/cpoqmejvb7ftv
Radio Uno FM	Santa Ana	El Salvador	13.978	-89.564	https://a3.asurahosting.com:6150/radio.mp3
Soda Stereo 105.3 FM	Santa Ana	El Salvador	13.978	-89.564	https://streaming.rcs.com.sv/proxy/soda/stream
Radio La Fabulosa 94.1 FM	Santa Rosa de Lima	El Salvador	13.622	-87.899	http://jelafabulosa.com:8000/live
Shalom Radio	Santa Rosa de Lima	El Salvador	13.622	-87.899	https://tecnoservix.stream:4007/stream
Noticias Izalco 94.5 FM	Sonzacate	El Salvador	13.737	-89.712	https://stream.zeno.fm/w1aqrh7bqkhvv
Radio Sonsomix 92.5 FM	Sonzacate	El Salvador	13.737	-89.712	https://stream.zeno.fm/xmupt779kzrtv
LVS Radio - La Voz del Sur	Usulutan	El Salvador	13.345	-88.439	https://azuracast.aguilarsoluciones.com/listen/radiolvs/stream
Radio Victoria FM 92.1	Victoria	El Salvador	13.950	-88.635	http://aler.org:8000/rvictoria.mp3
El-Shaddai Radio	Asmara	Eritrea	15.332	38.930	https://stream.zeno.fm/4gmurcx3sfeuv
Kuressaare Pereraadio 88.7 FM	Kuressaare	Estonia	58.253	22.485	http://icecast.pereraadio.ee:8000/Kuressaare
Raadio Kadi FM 90.5	Kuressaare	Estonia	58.253	22.485	https://edge06.cdn.bitflip.ee:8888/kadi
PCR.FM	Pärnu	Estonia	58.392	24.495	https://pcrfm.radiocult.fm/stream
Hitmix Estonia	Suurupi	Estonia	59.465	24.387	https://stream.hitmix.ee:8443/HIT_320
Big FM 90.2	Tallinn	Estonia	59.437	24.754	https://sc2.flamebox.org/bigfm-hd
Druzi	Tallinn	Estonia	59.437	24.754	https://druzi.fm:8443/192mp3
Duo Christmas	Tallinn	Estonia	59.437	24.754	https://router.euddn.net/8103046e16b71d15d692b57c187875c7/christmas.aac
Duo Country	Tallinn	Estonia	59.437	24.754	https://router.euddn.net/8103046e16b71d15d692b57c187875c7/dc_duocountry.aac
Duo Gold	Tallinn	Estonia	59.437	24.754	https://router.euddn.net/8103046e16b71d15d692b57c187875c7/kuld.aac
Duo Hitmix	Tallinn	Estonia	59.437	24.754	https://router.euddn.net/8103046e16b71d15d692b57c187875c7/DHM_hitmix.aac
Duo Rock	Tallinn	Estonia	59.437	24.754	https://router.euddn.net/8103046e16b71d15d692b57c187875c7/rokk.aac
Duo Softmix	Tallinn	Estonia	59.437	24.754	https://router.euddn.net/8103046e16b71d15d692b57c187875c7/DS_softmix.aac
Hits Radio	Tallinn	Estonia	59.437	24.754	https://artemis.streamerr.co/listen/hitsradioestonia/MPGE
IDA Raadio	Tallinn	Estonia	59.437	24.754	https://broadcast.idaidaida.net:8000/stream
Jumor FM	Tallinn	Estonia	59.437	24.754	https://a10.asurahosting.com:7640/radio.mp3
Kiss FM	Tallinn	Estonia	59.437	24.754	https://stream.skymedia.ee/live/KISS
KlaRa Jazz	Tallinn	Estonia	59.437	24.754	https://icecast.err.ee/klarajazz.mp3
KlaRa Klassika	Tallinn	Estonia	59.437	24.754	https://icecast.err.ee/klaraklassika.mp3
KlaRa Meditatsioon	Tallinn	Estonia	59.437	24.754	https://icecast.err.ee/klarameditatsioon.mp3
KlaRa Nostalgia	Tallinn	Estonia	59.437	24.754	https://icecast.err.ee/klaranostalgia.mp3
Klassikaraadio	Tallinn	Estonia	59.437	24.754	https://icecast.err.ee/klassikaraadio.mp3
Legendaarne Raadio	Tallinn	Estonia	59.437	24.754	https://stream.skymedia.ee/live/Legendaarne
Myhits 97.2 FM	Tallinn	Estonia	59.437	24.754	https://router.euddn.net/8103046e16b71d15d692b57c187875c7/myhits.aac
Myhits Dance	Tallinn	Estonia	59.437	24.754	https://router.euddn.net/8103046e16b71d15d692b57c187875c7/md_mhdance.aac
MyHits Rock	Tallinn	Estonia	59.437	24.754	https://router.euddn.net/8103046e16b71d15d692b57c187875c7/MHR_myhitsrock.aac
NRJ FM 93.2	Tallinn	Estonia	59.437	24.754	https://skymedia-live.bitflip.ee/NRJ
Power Hit Radio	Tallinn	Estonia	59.437	24.754	https://ice.leviracloud.eu/phr96-aac
Raadio 2	Tallinn	Estonia	59.437	24.754	https://icecast.err.ee/raadio2.mp3
Raadio 2 Alternatiiv	Tallinn	Estonia	59.437	24.754	https://icecast.err.ee/r2alternatiiv.mp3
Raadio 2 Chill	Tallinn	Estonia	59.437	24.754	https://icecast.err.ee/r2chill.mp3
Raadio 2 Eesti	Tallinn	Estonia	59.437	24.754	https://icecast.err.ee/r2eesti.mp3
Raadio 2 Music	Tallinn	Estonia	59.437	24.754	https://icecast.err.ee/r2music.mp3
Raadio 2 Pop	Tallinn	Estonia	59.437	24.754	https://icecast.err.ee/r2pop.mp3
Raadio 2 Rock	Tallinn	Estonia	59.437	24.754	https://icecast.err.ee/r2rock.mp3
Raadio 2 Räpp	Tallinn	Estonia	59.437	24.754	https://icecast.err.ee/r2p.mp3
Raadio 4	Tallinn	Estonia	59.437	24.754	https://icecast.err.ee/raadio4.mp3
Raadio 4 Retro	Tallinn	Estonia	59.437	24.754	https://icecast.err.ee/r4retro.mp3
Raadio 7	Tallinn	Estonia	59.437	24.754	https://edge05.cdn.bitflip.ee:8888/R7
Raadio Elmar FM 91.5	Tallinn	Estonia	59.437	24.754	https://le10.euddn.net/3d1fb6f903431a988f0679e0eaeaaec2707431f9f8fa7d64e2102e2a971e2300f11e7f3558263b839c8e95cbe7e24bfe01651a774261c53a7fc35fcbb597a34e0396dee6bd6fce3fa430ec53d3a0fa948b256ef48deb0187bdef83548ff3fc2356e3d1408733d299d1c8520cc5667b9f879a58c55fabc07dbef77c89ebe6984db0ce7b87bc48e41a67a9b3937681d240/elmar.aac
Raadio Kidzone	Tallinn	Estonia	59.437	24.754	https://router.euddn.net/8103046e16b71d15d692b57c187875c7/kidzone.aac
Raadio Kuku	Tallinn	Estonia	59.437	24.754	https://router.euddn.net/8103046e16b71d15d692b57c187875c7/kuku.aac
Raadio Tallinn	Tallinn	Estonia	59.437	24.754	https://icecast.err.ee/raadiotallinn.mp3?.mp3
Radio Maximum 100FM	Tallinn	Estonia	59.437	24.754	https://stream.radiomaximum.ee/stream
Radio Nostalgia	Tallinn	Estonia	59.437	24.754	https://c16.radioboss.fm:8327/stream
Relax Cafe	Tallinn	Estonia	59.437	24.754	https://stream.relaxfm.ee/cafe
Relax FM 88.3	Tallinn	Estonia	59.437	24.754	https://stream.relaxfm.ee/relax
Relax Instrumental	Tallinn	Estonia	59.437	24.754	https://stream.relaxfm.ee/instrumental
Relax International	Tallinn	Estonia	59.437	24.754	https://stream.relaxfm.ee/international
Relax Spa	Tallinn	Estonia	59.437	24.754	https://stream.relaxfm.ee/spa
Retro FM	Tallinn	Estonia	59.437	24.754	https://skymedia-live.bitflip.ee/RETRO
Retro FM Disco	Tallinn	Estonia	59.437	24.754	https://edge04.cdn.bitflip.ee:8888/retro1.mp3?_i=55fd7429
Retro FM Eestikas	Tallinn	Estonia	59.437	24.754	https://stream.skymedia.ee/live/retro2.mp3
Retro FM Love	Tallinn	Estonia	59.437	24.754	https://stream.skymedia.ee/live/RetroJ6ulud
Rock FM 88.8	Tallinn	Estonia	59.437	24.754	https://skymedia-live.bitflip.ee/rck
Rock FM Metal	Tallinn	Estonia	59.437	24.754	https://skymedia-live.bitflip.ee/rckmetal
Russkoe Radio ee	Tallinn	Estonia	59.437	24.754	https://skymedia-live.bitflip.ee/RR
Sky Plus	Tallinn	Estonia	59.437	24.754	https://skymedia-live.bitflip.ee/SKYPLUS
Sky Plus D'n'B	Tallinn	Estonia	59.437	24.754	https://stream.skymedia.ee/live/NRJdnb
Sky Radio	Tallinn	Estonia	59.437	24.754	https://skymedia-live.bitflip.ee/SKY
Sooviraadio	Tallinn	Estonia	59.437	24.754	http://media.uunox.net:8888/;
Star FM 96.6	Tallinn	Estonia	59.437	24.754	https://ice.leviracloud.eu/star128-aac
Star FM Eesti	Tallinn	Estonia	59.437	24.754	https://ice.leviracloud.eu/starFMEesti96-aac
Star FM+ 107.1 FM	Tallinn	Estonia	59.437	24.754	https://ice.leviracloud.eu/volna128-aac
Super Radio 90.6 FM	Tallinn	Estonia	59.437	24.754	https://stream.skymedia.ee/live/RR
Super Retro	Tallinn	Estonia	59.437	24.754	https://stream.skymedia.ee/live/rrretro
Super Rock	Tallinn	Estonia	59.437	24.754	https://stream.skymedia.ee/live/rrock
Vikerraadio	Tallinn	Estonia	59.437	24.754	https://icecast.err.ee/vikerraadio.mp3?.mp3
XFM	Tallinn	Estonia	59.437	24.754	https://stream1.rcast.net/73328
Äripäev Raadio	Tallinn	Estonia	59.437	24.754	https://liveplay.aripaev.ee/stream.mp3
Elmari Ballaadid	Tartu	Estonia	58.378	26.729	https://router.euddn.net/8103046e16b71d15d692b57c187875c7/EB_elmariballaadid.aac
Elmari Kuld	Tartu	Estonia	58.378	26.729	https://router.euddn.net/8103046e16b71d15d692b57c187875c7/elmarikuld.aac
Elmari Tantsuõhtu	Tartu	Estonia	58.378	26.729	https://router.euddn.net/8103046e16b71d15d692b57c187875c7/elmaritantsuohtu.aac
Pereraadio FM 89.0	Tartu	Estonia	58.378	26.729	https://icecast.pereraadio.ee:9000/Tartu
Raadio Elmar FM 88.5	Tartu	Estonia	58.378	26.729	https://le03.euddn.net/7d93c9ed45894f57571a9d11c902124bdbadc9d980916a39ef0876d76c0f3e7964e919eb12349cb80a2c84cbfd00c5acb9401a4c73133c7785c7c63d6aa82ccf281f3a4d1edcf1f0aeae01ace5d7ad81bfb01518faf9df7962bece30662a2517828613e12f8f973b4646fa5ae17a392631f457516c7352a974053fc0ce908f4281ab73c8b785deb77a61b14759b2bb7da7382c81219d3d630e5976dbdee65bfb/elmar.aac
